sample_id,phase,chunk,deployment,station,expected_event,reference_time_s,label_source,label_version,label_quality,split,primary_inclusion,exclusion_reason
XO.LD36..HH.2018.05.15.13.54.09,S,201805,XO,LD36,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA25..HH.2018.05.15.13.54.12,P,201805,XO,LA25,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LA25..HH.2018.05.15.13.54.12,S,201805,XO,LA25,EVENT,74.84,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT07..HH.2018.05.15.10.17.37,P,201805,XO,LT07,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,False,expected_event_unknown_pending_data_team
XO.LT07..HH.2018.05.15.10.17.37,S,201805,XO,LT07,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT14..HH.2018.05.15.19.26.15,P,201805,XO,LT14,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT14..HH.2018.05.15.19.26.15,S,201805,XO,LT14,EVENT,56.74,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT07..HH.2018.05.16.12.54.57,P,201805,XO,LT07,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT07..HH.2018.05.16.12.54.57,S,201805,XO,LT07,EVENT,52.96,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT07..HH.2018.05.18.22.11.25,P,201805,XO,LT07,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT07..HH.2018.05.18.22.11.25,S,201805,XO,LT07,EVENT,55.34,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.19.02.03.22,P,201805,XO,LT17,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.19.02.03.22,S,201805,XO,LT17,EVENT,59.82,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.19.02.03.22,P,201805,XO,LT18,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT18..HH.2018.05.19.02.03.22,S,201805,XO,LT18,EVENT,60.27,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT12..HH.2018.05.19.17.46.44,P,201805,XO,LT12,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT12..HH.2018.05.19.17.46.44,S,201805,XO,LT12,EVENT,53.65,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT14..HH.2018.05.19.17.46.44,P,201805,XO,LT14,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT14..HH.2018.05.19.17.46.44,S,201805,XO,LT14,EVENT,54.4,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.19.19.23.05,P,201805,XO,LT20,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.19.19.23.05,S,201805,XO,LT20,EVENT,53.59,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.19.22.03.45,P,201805,XO,LT17,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.19.22.03.45,S,201805,XO,LT17,EVENT,56.98,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.20.00.22.24,P,201805,XO,LT17,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.20.00.22.24,S,201805,XO,LT17,EVENT,58.13,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.20.00.22.19,P,201805,XO,LT20,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT20..HH.2018.05.20.00.22.19,S,201805,XO,LT20,EVENT,52.98,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LA25..HH.2018.05.21.03.48.10,P,201805,XO,LA25,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LA25..HH.2018.05.21.03.48.10,S,201805,XO,LA25,EVENT,80.04,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT10..HH.2018.05.21.03.48.30,P,201805,XO,LT10,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LT10..HH.2018.05.21.03.48.30,S,201805,XO,LT10,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT14..HH.2018.05.21.04.42.07,P,201805,XO,LT14,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT14..HH.2018.05.21.04.42.07,S,201805,XO,LT14,EVENT,76.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA30..HH.2018.05.21.04.42.52,P,201805,XO,LA30,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA30..HH.2018.05.21.04.42.52,S,201805,XO,LA30,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA33..HH.2018.05.21.19.58.59,P,201805,XO,LA33,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA33..HH.2018.05.21.19.58.59,S,201805,XO,LA33,EVENT,70.45,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.22.23.57.53,P,201805,XO,LT18,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.22.23.57.53,S,201805,XO,LT18,EVENT,54.5,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.22.23.57.56,P,201805,XO,LT17,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT17..HH.2018.05.22.23.57.56,S,201805,XO,LT17,EVENT,56.52,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.22.05.23.43,P,201805,XO,LT18,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.22.05.23.43,S,201805,XO,LT18,EVENT,50.96,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.22.11.57.00,P,201805,XO,LT18,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.22.11.57.00,S,201805,XO,LT18,EVENT,53.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT13..HH.2018.05.22.11.57.14,P,201805,XO,LT13,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT13..HH.2018.05.22.11.57.14,S,201805,XO,LT13,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LT14..HH.2018.05.23.05.00.54,P,201805,XO,LT14,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT14..HH.2018.05.23.05.00.54,S,201805,XO,LT14,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LT15..HH.2018.05.23.00.51.43,P,201805,XO,LT15,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LT15..HH.2018.05.23.00.51.43,S,201805,XO,LT15,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA25..HH.2018.05.23.00.51.49,P,201805,XO,LA25,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA25..HH.2018.05.23.00.51.49,S,201805,XO,LA25,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LD36..HH.2018.05.23.00.51.50,P,201805,XO,LD36,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD36..HH.2018.05.23.00.51.50,S,201805,XO,LD36,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LD41..HH.2018.05.24.03.19.38,P,201805,XO,LD41,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.24.03.19.38,S,201805,XO,LD41,EVENT,69.81,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.24.12.30.13,P,201805,XO,LD41,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.24.12.30.13,S,201805,XO,LD41,EVENT,73.95,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.25.06.03.39,P,201805,XO,LT20,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.25.06.03.39,S,201805,XO,LT20,EVENT,62.83,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD45..HH.2018.05.25.06.30.42,P,201805,XO,LD45,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD45..HH.2018.05.25.06.30.42,S,201805,XO,LD45,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA26..HH.2018.05.25.06.30.46,P,201805,XO,LA26,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA26..HH.2018.05.25.06.30.46,S,201805,XO,LA26,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA34..HH.2018.05.25.06.30.56,P,201805,XO,LA34,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA34..HH.2018.05.25.06.30.56,S,201805,XO,LA34,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA29..HH.2018.05.25.06.30.57,P,201805,XO,LA29,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA29..HH.2018.05.25.06.30.57,S,201805,XO,LA29,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.25.04.54.19,P,201805,XO,LD41,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LD41..HH.2018.05.25.04.54.19,S,201805,XO,LD41,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,False,expected_event_unknown_pending_data_team
XO.LD41..HH.2018.05.25.05.36.36,P,201805,XO,LD41,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.25.05.36.36,S,201805,XO,LD41,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LT04..HH.2018.05.25.08.10.32,P,201805,XO,LT04,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT04..HH.2018.05.25.08.10.32,S,201805,XO,LT04,EVENT,58.21,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT04..HH.2018.05.25.08.40.15,P,201805,XO,LT04,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT04..HH.2018.05.25.08.40.15,S,201805,XO,LT04,EVENT,52.26,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.26.11.55.24,P,201805,XO,LT18,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT18..HH.2018.05.26.11.55.24,S,201805,XO,LT18,EVENT,54.87,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD44..HH.2018.05.26.11.58.59,P,201805,XO,LD44,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD44..HH.2018.05.26.11.58.59,S,201805,XO,LD44,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA33..HH.2018.05.26.11.59.11,P,201805,XO,LA33,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA33..HH.2018.05.26.11.59.11,S,201805,XO,LA33,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LD38..HH.2018.05.26.19.37.24,P,201805,XO,LD38,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD38..HH.2018.05.26.19.37.24,S,201805,XO,LD38,EVENT,58.54,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.26.10.39.55,P,201805,XO,LD41,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LD41..HH.2018.05.26.10.39.55,S,201805,XO,LD41,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,False,expected_event_unknown_pending_data_team
XO.LD40..HH.2018.05.26.14.57.05,P,201805,XO,LD40,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LD40..HH.2018.05.26.14.57.05,S,201805,XO,LD40,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.27.16.25.34,P,201805,XO,LD41,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.27.16.25.34,S,201805,XO,LD41,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA23..HH.2018.05.27.18.30.11,P,201805,XO,LA23,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA23..HH.2018.05.27.18.30.11,S,201805,XO,LA23,EVENT,57.08,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT06..HH.2018.05.27.18.30.20,P,201805,XO,LT06,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT06..HH.2018.05.27.18.30.20,S,201805,XO,LT06,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,False,expected_event_unknown_pending_data_team
XO.LA29..HH.2018.05.27.18.30.30,P,201805,XO,LA29,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA29..HH.2018.05.27.18.30.30,S,201805,XO,LA29,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LT20..HH.2018.05.27.14.38.01,P,201805,XO,LT20,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,False,expected_event_unknown_pending_data_team
XO.LT20..HH.2018.05.27.14.38.01,S,201805,XO,LT20,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LA32..HH.2018.05.28.07.33.19,P,201805,XO,LA32,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LA32..HH.2018.05.28.07.33.19,S,201805,XO,LA32,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,False,expected_event_unknown_pending_data_team
XO.LT20..HH.2018.05.28.07.32.51,P,201805,XO,LT20,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.28.07.32.51,S,201805,XO,LT20,EVENT,56.79,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD40..HH.2018.05.28.04.25.32,P,201805,XO,LD40,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LD40..HH.2018.05.28.04.25.32,S,201805,XO,LD40,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT01..HH.2018.05.28.08.07.29,P,201805,XO,LT01,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LT01..HH.2018.05.28.08.07.29,S,201805,XO,LT01,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD41..HH.2018.05.28.12.50.00,P,201805,XO,LD41,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LD41..HH.2018.05.28.12.50.00,S,201805,XO,LD41,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA39..HH.2018.05.28.12.49.32,P,201805,XO,LA39,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,False,expected_event_unknown_pending_data_team
XO.LA39..HH.2018.05.28.12.49.32,S,201805,XO,LA39,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LD38..HH.2018.05.29.03.57.24,P,201805,XO,LD38,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LD38..HH.2018.05.29.03.57.24,S,201805,XO,LD38,EVENT,65.39,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.29.21.25.20,P,201805,XO,LT20,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.29.21.25.20,S,201805,XO,LT20,EVENT,52.84,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT06..HH.2018.05.29.04.40.08,P,201805,XO,LT06,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT06..HH.2018.05.29.04.40.08,S,201805,XO,LT06,EVENT,58.58,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT04..HH.2018.05.29.04.40.11,P,201805,XO,LT04,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT04..HH.2018.05.29.04.40.11,S,201805,XO,LT04,EVENT,61.71,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT07..HH.2018.05.29.04.40.03,P,201805,XO,LT07,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT07..HH.2018.05.29.04.40.03,S,201805,XO,LT07,EVENT,55.34,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA39..HH.2018.05.29.10.05.54,P,201805,XO,LA39,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LA39..HH.2018.05.29.10.05.54,S,201805,XO,LA39,EVENT,59.69,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT16..HH.2018.05.30.02.35.18,P,201805,XO,LT16,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT16..HH.2018.05.30.02.35.18,S,201805,XO,LT16,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA26..HH.2018.05.30.02.35.28,P,201805,XO,LA26,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LA26..HH.2018.05.30.02.35.28,S,201805,XO,LA26,EVENT,62.39,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,holdout,True,
XO.LT20..HH.2018.05.30.02.35.41,P,201805,XO,LT20,EVENT,45.0,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
XO.LT20..HH.2018.05.30.02.35.41,S,201805,XO,LT20,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA39..HH.2018.05.30.05.12.11,P,201805,XO,LA39,UNKNOWN,,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,False,expected_event_unknown_pending_data_team
XO.LA39..HH.2018.05.30.05.12.11,S,201805,XO,LA39,EVENT,44.99,PENDING_DATA_TEAM,PENDING_DATA_TEAM,PENDING_DATA_TEAM,main,True,
